net_vit_embeddings_patch_embeddings_projection,net_vit_encoder_layer_0_attention_attention_query,net_vit_encoder_layer_0_attention_attention_key,net_vit_encoder_layer_0_attention_attention_value,net_vit_encoder_layer_0_attention_output_dense,net_vit_encoder_layer_0_intermediate_dense,net_vit_encoder_layer_0_output_dense,net_vit_encoder_layer_1_attention_attention_query,net_vit_encoder_layer_1_attention_attention_key,net_vit_encoder_layer_1_attention_attention_value,net_vit_encoder_layer_1_attention_output_dense,net_vit_encoder_layer_1_intermediate_dense,net_vit_encoder_layer_1_output_dense,net_vit_encoder_layer_2_attention_attention_query,net_vit_encoder_layer_2_attention_attention_key,net_vit_encoder_layer_2_attention_attention_value,net_vit_encoder_layer_2_attention_output_dense,net_vit_encoder_layer_2_intermediate_dense,net_vit_encoder_layer_2_output_dense,net_vit_encoder_layer_3_attention_attention_query,net_vit_encoder_layer_3_attention_attention_key,net_vit_encoder_layer_3_attention_attention_value,net_vit_encoder_layer_3_attention_output_dense,net_vit_encoder_layer_3_intermediate_dense,net_vit_encoder_layer_3_output_dense,net_vit_encoder_layer_4_attention_attention_query,net_vit_encoder_layer_4_attention_attention_key,net_vit_encoder_layer_4_attention_attention_value,net_vit_encoder_layer_4_attention_output_dense,net_vit_encoder_layer_4_intermediate_dense,net_vit_encoder_layer_4_output_dense,net_vit_encoder_layer_5_attention_attention_query,net_vit_encoder_layer_5_attention_attention_key,net_vit_encoder_layer_5_attention_attention_value,net_vit_encoder_layer_5_attention_output_dense,net_vit_encoder_layer_5_intermediate_dense,net_vit_encoder_layer_5_output_dense,net_vit_encoder_layer_6_attention_attention_query,net_vit_encoder_layer_6_attention_attention_key,net_vit_encoder_layer_6_attention_attention_value,net_vit_encoder_layer_6_attention_output_dense,net_vit_encoder_layer_6_intermediate_dense,net_vit_encoder_layer_6_output_dense,net_vit_encoder_layer_7_attention_attention_query,net_vit_encoder_layer_7_attention_attention_key,net_vit_encoder_layer_7_attention_attention_value,net_vit_encoder_layer_7_attention_output_dense,net_vit_encoder_layer_7_intermediate_dense,net_vit_encoder_layer_7_output_dense,net_vit_encoder_layer_8_attention_attention_query,net_vit_encoder_layer_8_attention_attention_key,net_vit_encoder_layer_8_attention_attention_value,net_vit_encoder_layer_8_attention_output_dense,net_vit_encoder_layer_8_intermediate_dense,net_vit_encoder_layer_8_output_dense,net_vit_encoder_layer_9_attention_attention_query,net_vit_encoder_layer_9_attention_attention_key,net_vit_encoder_layer_9_attention_attention_value,net_vit_encoder_layer_9_attention_output_dense,net_vit_encoder_layer_9_intermediate_dense,net_vit_encoder_layer_9_output_dense,net_vit_encoder_layer_10_attention_attention_query,net_vit_encoder_layer_10_attention_attention_key,net_vit_encoder_layer_10_attention_attention_value,net_vit_encoder_layer_10_attention_output_dense,net_vit_encoder_layer_10_intermediate_dense,net_vit_encoder_layer_10_output_dense,net_vit_encoder_layer_11_attention_attention_query,net_vit_encoder_layer_11_attention_attention_key,net_vit_encoder_layer_11_attention_attention_value,net_vit_encoder_layer_11_attention_output_dense,net_vit_encoder_layer_11_intermediate_dense,net_vit_encoder_layer_11_output_dense,net_decoder_0
5.96090660848152,3.99894371111904,5.89133918511502,4.9304529733933,5.96707352997906,2.99838007286808,3.00153396196748,5.92164692828047,4.91220778904377,4.92265682915837,5.92716384893007,2.99420902217881,2.99560589445203,2.99150427402332,2.9915043987659,2.9918048631207,2.99461710340516,2.99300770563212,2.99378662116899,2.99150436020352,2.99150429096635,2.9922729752891,2.99801783259082,2.99321149750469,2.9945220961331,2.99150433382262,2.99150428933907,2.99212040804394,2.99738111813692,2.99670427859294,2.99849419832975,2.99150432907036,2.99150436916347,2.99180873818412,2.99574900886084,2.99439526065679,2.99714587683626,2.99150434369473,2.99150437233112,2.9932231631668,3.00216026361609,2.99399137218301,2.99664817904838,2.99150433830977,2.99150432086895,2.99182016721748,2.99491546561652,2.9930975878548,2.99482638579166,2.99150434317695,2.99150432492495,2.99165521083348,2.9939107177156,2.99759498950299,2.99987710529562,2.99150432494955,2.99150432846908,2.99190939415798,2.997566318229,2.99952964048173,3.00736939303205,2.99150433101641,2.99150429498686,2.99182618081929,2.99717953375169,2.99679911749304,3.00429286150423,2.9915043450439,2.99150431649878,2.99201821396323,2.99880125667636,4.94267367595196,4.9797047485845,10.9145552413455
