Quant_IP-2-27,ReLU-2-28,Quant_IP-2-29,ReLU-2-30,Quant_IP-2-31,ReLU-2-32,Quant_IP-2-33,ReLU-2-34,Quant_IP-2-35,ReLU-2-36,Quant_IP-2-37,ReLU-2-38,Quant_IP-2-39,Sigmoid-2-40
10.0,5.0,5.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,6.0,10.0,10.0,10.0
