conv1,bn1,relu1,maxpool1,layer1.0_conv1,layer1.0_bn1,layer1.0_relu1,layer1.0_conv2,layer1.0_bn2,layer1.0_add1,layer1.0_relu2,layer1.1_conv1,layer1.1_bn1,layer1.1_relu1,layer1.1_conv2,layer1.1_bn2,layer1.1_add1,layer1.1_relu2,layer2.0_conv1,layer2.0_bn1,layer2.0_relu1,layer2.0_conv2,layer2.0_bn2,layer2.0_downsample.0.conv,layer2.0_downsample.0.bn,layer2.0_add1,layer2.0_relu2,layer2.1_conv1,layer2.1_bn1,layer2.1_relu1,layer2.1_conv2,layer2.1_bn2,layer2.1_add1,layer2.1_relu2,layer3.0_conv1,layer3.0_bn1,layer3.0_relu1,layer3.0_conv2,layer3.0_bn2,layer3.0_downsample.0.conv,layer3.0_downsample.0.bn,layer3.0_add1,layer3.0_relu2,layer3.1_conv1,layer3.1_bn1,layer3.1_relu1,layer3.1_conv2,layer3.1_bn2,layer3.1_add1,layer3.1_relu2,layer4.0_conv1,layer4.0_bn1,layer4.0_relu1,layer4.0_conv2,layer4.0_bn2,layer4.0_downsample.0.conv,layer4.0_downsample.0.bn,layer4.0_add,layer4.0_relu2,layer4.1_conv1,layer4.1_bn1,layer4.1_relu1,layer4.1_conv2,layer4.1_bn2,avgpool2,fc1
6,6,6,6,7,7,7,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,1,1,1,1,4,4,4,4,4,4,4,5,5,5,5,5,2,2,2,2,4,4,4,5,5,5,5
