Conv2d-1-1,BatchNorm2d-1-2,ReLU-1-3,MaxPool2d-1-4,Conv2d-3-1,BatchNorm2d-3-2,ReLU-3-3,Conv2d-3-4,BatchNorm2d-3-5,ReLU-3-6,Conv2d-3-7,BatchNorm2d-3-8,Conv2d-4-1,BatchNorm2d-4-2,ReLU-3-10,Conv2d-3-11,BatchNorm2d-3-12,ReLU-3-13,Conv2d-3-14,BatchNorm2d-3-15,ReLU-3-16,Conv2d-3-17,BatchNorm2d-3-18,ReLU-3-19,Conv2d-3-20,BatchNorm2d-3-21,ReLU-3-22,Conv2d-3-23,BatchNorm2d-3-24,ReLU-3-25,Conv2d-3-26,BatchNorm2d-3-27,ReLU-3-28,Conv2d-3-29,BatchNorm2d-3-30,ReLU-3-31,Conv2d-3-32,BatchNorm2d-3-33,ReLU-3-34,Conv2d-3-35,BatchNorm2d-3-36,Conv2d-4-3,BatchNorm2d-4-4,ReLU-3-38,Conv2d-3-39,BatchNorm2d-3-40,ReLU-3-41,Conv2d-3-42,BatchNorm2d-3-43,ReLU-3-44,Conv2d-3-45,BatchNorm2d-3-46,ReLU-3-47,Conv2d-3-48,BatchNorm2d-3-49,ReLU-3-50,Conv2d-3-51,BatchNorm2d-3-52,ReLU-3-53,Conv2d-3-54,BatchNorm2d-3-55,ReLU-3-56,Conv2d-3-57,BatchNorm2d-3-58,ReLU-3-59,Conv2d-3-60,BatchNorm2d-3-61,ReLU-3-62,Conv2d-3-63,BatchNorm2d-3-64,ReLU-3-65,Conv2d-3-66,BatchNorm2d-3-67,ReLU-3-68,Conv2d-3-69,BatchNorm2d-3-70,ReLU-3-71,Conv2d-3-72,BatchNorm2d-3-73,Conv2d-4-5,BatchNorm2d-4-6,ReLU-3-75,Conv2d-3-76,BatchNorm2d-3-77,ReLU-3-78,Conv2d-3-79,BatchNorm2d-3-80,ReLU-3-81,Conv2d-3-82,BatchNorm2d-3-83,ReLU-3-84,Conv2d-3-85,BatchNorm2d-3-86,ReLU-3-87,Conv2d-3-88,BatchNorm2d-3-89,ReLU-3-90,Conv2d-3-91,BatchNorm2d-3-92,ReLU-3-93,Conv2d-3-94,BatchNorm2d-3-95,ReLU-3-96,Conv2d-3-97,BatchNorm2d-3-98,ReLU-3-99,Conv2d-3-100,BatchNorm2d-3-101,ReLU-3-102,Conv2d-3-103,BatchNorm2d-3-104,ReLU-3-105,Conv2d-3-106,BatchNorm2d-3-107,ReLU-3-108,Conv2d-3-109,BatchNorm2d-3-110,ReLU-3-111,Conv2d-3-112,BatchNorm2d-3-113,ReLU-3-114,Conv2d-3-115,BatchNorm2d-3-116,ReLU-3-117,Conv2d-3-118,BatchNorm2d-3-119,ReLU-3-120,Conv2d-3-121,BatchNorm2d-3-122,ReLU-3-123,Conv2d-3-124,BatchNorm2d-3-125,ReLU-3-126,Conv2d-3-127,BatchNorm2d-3-128,Conv2d-4-7,BatchNorm2d-4-8,ReLU-3-130,Conv2d-3-131,BatchNorm2d-3-132,ReLU-3-133,Conv2d-3-134,BatchNorm2d-3-135,ReLU-3-136,Conv2d-3-137,BatchNorm2d-3-138,ReLU-3-139,Conv2d-3-140,BatchNorm2d-3-141,ReLU-3-142,Conv2d-3-143,BatchNorm2d-3-144,ReLU-3-145,Conv2d-3-146,BatchNorm2d-3-147,ReLU-3-148,AdaptiveAvgPool2d-1-9,Linear-1-10
9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0
